Year,Country,Country Code,"Life expectancy at birth, total (years)",Electric power consumption (kWh per capita),Gross capital formation (% of GDP),Exports of goods and services (% of GDP),Poverty headcount ratio at national poverty lines (% of population),"Primary completion rate, total (% of relevant age group)","School enrollment, preprimary (% gross)",Income share held by lowest 20%,GDP growth (annual %),Imports of goods and services (% of GDP),High-technology exports (% of manufactured exports),Domestic credit provided by financial sector (% of GDP),"Foreign direct investment, net inflows (% of GDP)",Mobile cellular subscriptions (per 100 people),Energy use (kg of oil equivalent per capita)
2010,Qatar,QAT,79.444,16314.0017,31.27686965,62.3196826,..,..,..,..,19.59233153,23.75060735,..,..,3.732611559,127.92,16779.92167
2010,Romania,ROU,73.45853659,2550.863291,27.18907942,31.64159331,22.3,96.94674683,80.29283142,5.7,-3.905811573,38.31334218,12.52841537,..,1.889718591,119.221,1724.698487
2010,Rwanda,RWA,62.804,28.10743982,20.53250116,10.74276473,..,75.87244675,11.16151047,5.6,7.33465645,26.53611436,7.123624975,..,3.529814636,34.3954,349.0569874
2010,Samoa,WSM,71.451,..,14.64470838,27.71542749,..,103.5299202,35.48778152,..,6.124719923,50.85437419,1.271172676,59.96183126,0.049456769,46.6266,..
2010,San Marino,SMR,83.464,..,..,..,..,..,..,..,-5.473684211,..,..,..,..,99.8792,..
2010,Sao Tome and Principe,STP,63.867,..,..,..,..,82.45001984,36.56330872,8.4,1.448455229,..,..,..,26.62860881,56.5065,..
2010,Senegal,SEN,64.221,223.5779709,20.08694666,19.98123883,..,57.90912307,12.72556019,..,3.390889253,32.47661637,1.862569273,..,1.687783367,66.0344,313.396782
2010,Serbia,SRB,74.33658537,4358.812174,17.32418419,30.98822616,9.2,96.44892883,52.70153046,8.6,1.610972661,42.72063542,..,..,3.889254517,136.015,2145.491447
2010,Seychelles,SYC,73.19756098,..,37.03142382,91.36695105,..,114.9881047,107.1167908,..,4.505132043,106.7957414,..,..,16.2787981,123.814,..
2010,Sierra Leone,SLE,51.927,..,34.43355579,9.892309816,..,..,13.93999958,..,6.355665958,18.06181611,..,..,5.592659183,32.1403,..
2010,Singapore,SGP,81.54146341,8688.069412,27.65822752,197.9989608,..,..,..,..,14.51974971,171.686595,52.3392376,..,23.06947168,145.452,4856.8492
2010,Sint Maarten (Dutch part),SXM,74.821,..,..,..,..,..,..,..,3.199992692,..,..,..,..,..,..
2010,Slovak Republic,SVK,75.11219512,5201.404897,25.37833683,77.08108209,13,96.48966217,90.92970276,8.5,6.790581591,78.0274156,7.364289205,..,2.322228934,109.888,3441.256476
2010,Slovenia,SVN,79.42195122,6510.841884,22.56013449,64.84082812,13.6,97.58753967,89.2599411,9.7,1.112137193,63.7657473,6.078948372,..,0.667761282,103.783,3589.608695
2010,Solomon Islands,SLB,68.669,..,17.94422201,35.15118045,..,86.59690094,101.9193726,..,9.708388169,60.99682452,..,20.31527366,18.47396452,21.6711,..
2010,"Somalia, Fed. Rep.",SOM,48.9,..,..,..,..,..,..,..,6.694351926,..,..,..,4.166965851,5.28636,..
2010,South Africa,ZAF,58.886,4444.783993,17.5956446,25.78341763,53.2,..,18.5036602,2.5,3.039732881,24.62266954,6.238573015,152.8049896,0.884904612,96.2325,2518.441903
2010,South Sudan,SSD,57.485,..,10.28965508,61.43448282,..,..,5.517938614,..,5.493416395,29.50896555,..,..,..,15.391,..
2010,Sri Lanka,LKA,74.463,446.0922601,..,..,..,96.08719027,58.69483948,..,8.01596737,..,1.130072396,..,0.814444519,83.1421,467.2912708
2010,St. Kitts and Nevis,KNA,71.452,..,..,..,..,104.1463394,118.1626892,..,-0.054194207,..,1.301051927,..,15.79691936,170.772,..
2010,St. Lucia,LCA,72.768,..,..,..,..,93.43065643,72.60186768,..,0.330018546,..,..,..,11.75301702,115.977,..
2010,St. Martin (French part),MAF,78.752,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,St. Vincent and the Grenadines,VCT,70.66,..,..,..,..,97.23046112,..,..,-4.470467935,..,0.155865233,..,13.30890287,119.855,..
2010,Sudan,SDN,62.979,178.3737739,20.39853923,17.47560635,..,57.86965942,31.76062012,..,3.858241952,15.2527036,..,..,3.500045395,51.09,444.5913784
2010,Suriname,SUR,69.626,2867.674202,36.2044526,52.54731927,..,79.97312164,74.40479279,..,5.168825152,38.41407488,14.22401616,..,-5.853440564,94.7707,1351.362141
2010,Sweden,SWE,81.45121951,14935.28664,22.42154158,44.87625196,15.4,99.0018692,95.20037079,8.6,5.750735839,40.21479751,19.41148424,..,0.126859059,117.212,5443.323668
2010,Syrian Arab Republic,SYR,73.542,1610.502712,..,32.16678538,..,103.3628006,8.982150078,..,5.191905841,31.84337931,1.382927161,..,2.393186153,52.0229,963.5884194
2010,Tajikistan,TJK,68.37,1862.354601,23.84618187,14.93902562,..,100.1126328,8.57614994,..,6.499999086,58.55401889,..,7.637143974,1.664959036,77.6363,284.3312494
2010,Tanzania,TZA,61.127,96.71908488,32.01724431,19.60752874,..,84.75662499,33.12488174,..,6.336523427,28.03291069,3.982828294,..,5.663967966,46.8824,420.6663376
2010,Thailand,THA,75.012,2260.341936,25.35665463,66.48617316,16.4,..,..,6.6,7.513390533,60.76434948,26.29892832,133.4190818,4.323209282,104.589,1718.621184
2010,Timor-Leste,TLS,63.66,..,42.7178169,8.564633574,..,75.22029464,..,..,9.331511766,125.8358881,..,..,3.439447432,43.6092,..
2010,Togo,TGO,57.227,118.3794053,15.84041598,26.96298573,..,68.07041854,7.268229961,..,5.854352694,38.89380633,0.048432554,..,2.634931267,38.652,462.9805727
2010,Tonga,TON,71.319,..,29.15474137,12.50056344,..,..,..,..,0.824396914,58.29710468,0.038762918,..,1.27041875,50.5587,..
2010,Trinidad and Tobago,TTO,71.809,6238.075941,23.14211577,..,..,88.72821045,..,..,3.32322471,..,0.092252729,..,2.479474541,136.605,15018.90978
2010,Tunisia,TUN,74.438,1348.414171,25.8362687,47.95972869,20.5,97.33133698,..,6.3,2.971132751,52.19128114,8.002039258,70.66138792,2.888142318,103.235,955.7070474
2010,Turkmenistan,TKM,68.608,2178.329352,51.8808272,45.90441565,..,..,..,..,9.199999988,50.95864019,..,..,16.08411019,57.4662,4077.813847
2010,Turks and Caicos Islands,TCA,76.784,..,..,..,..,..,..,..,0.984924854,..,..,..,..,..,..
2010,Tuvalu,TUV,64.834,..,..,..,26.3,..,82.3841095,6.6,-2.222222222,..,..,..,1.417934098,15.0744,..
2010,Uganda,UGA,59.959,59.86267336,27.10395535,13.82448287,..,55.97943878,14.2069397,..,5.637611637,24.44476616,2.571006117,..,2.039004711,39.6047,421.1429505
2010,Ukraine,UKR,70.188,3510.375182,18.372368,46.45653833,..,100.0175851,99.06459808,10.2,4.092004367,49.27319213,..,90.70813247,4.568400183,117.768,2848.781601
2010,United Arab Emirates,ARE,81.886,12827.37672,29.64636936,79.39267346,..,..,85.29518127,..,1.602850047,59.49942345,..,..,2.930409874,157.473,8944.433481
2010,Uruguay,URY,76.691,2773.174068,19.40760548,26.34299454,..,101.1690091,90.65908813,5,7.803409651,25.35604266,7.260327157,30.18948557,5.223001431,133.707,1226.984085
2010,Uzbekistan,UZB,69.836,1473.392794,27.17819793,24.29571777,17.7,96.90452967,25.58742905,..,7.597167961,24.97328003,..,..,3.34115466,73.8123,1592.964766
2010,Vanuatu,VUT,69.57,..,37.00689273,48.71838267,..,88.89925152,93.58590698,6.8,1.258867203,55.10492953,..,..,9.409300362,71.3269,..
2010,"Venezuela, RB",VEN,73.092,3138.329332,21.97165797,28.53040699,26.8,91.53890228,73.4621582,..,-1.488791251,17.60648654,..,22.50876865,0.402601928,96.762,2621.333852
2010,Viet Nam,VNM,73.611,1028.42426,37.09907617,54.17584597,20.7,..,71.2736969,6.5,6.423244822,59.80184157,13.1303196,..,5.434739293,127.574,670.1080291
2010,Virgin Islands (U.S.),VIR,77.86585366,..,..,299.3755782,..,..,..,..,0.596383224,287.0259019,..,..,..,..,..
2010,West Bank and Gaza,PSE,73.302,..,19.84713113,14.12281155,25.7,98.39998482,39.92341995,7.5,5.777362056,54.37483861,3.013371654,..,1.858607115,64.8154,..
2010,"Yemen, Rep.",YEM,67.223,220.6367128,..,29.99507756,..,56.5399704,1.261369944,..,7.702307045,34.39055922,0.572957458,..,0.610357927,41.4325,291.862
2010,Zambia,ZMB,56.896,575.4857258,29.87400569,37.02593331,57,98.68894429,..,4.1,10.29822332,27.98876921,0.521350955,..,8.533196438,39.0029,629.0829008
2010,Zimbabwe,ZWE,51.925,576.7957409,18.76283953,29.64038928,..,..,..,..,19.67540766,53.4830155,1.949051083,..,1.018026164,57.6496,420.0285765
2010,Africa Eastern and Southern,AFE,58.82727921,634.86035,21.40749444,29.52064399,..,67.73941803,19.49044991,..,5.207943441,29.90289786,..,..,1.669232244,38.52713198,627.1562396
2010,Africa Western and Central,AFW,54.60335321,154.7829896,..,..,..,63.17657852,24.45686913,..,7.032024723,..,..,..,3.148729391,52.27223728,336.4129791
2010,Arab World,ARB,69.8073221,2265.839483,27.06053739,48.69173349,..,81.48519897,23.15707016,..,4.837717215,36.8013226,..,..,2.117874276,85.60945646,1751.686993
2010,Caribbean small states,CSS,71.0114367,..,..,..,..,91.25794983,81.6067276,..,1.894728567,..,4.867091467,..,4.727849647,99.98084075,..
2010,Central Europe and the Baltics,CEB,75.29396578,4017.354787,22.99172688,52.1010462,..,98.17069244,78.32781982,..,1.538566314,53.11590135,13.2546131,..,1.613000703,121.7444215,2657.481974
2010,Early-demographic dividend,EAR,67.82444347,993.4983615,28.52627036,27.4338708,..,88.19529724,40.59918976,..,6.503628779,27.07042013,8.671306205,..,1.865084792,67.20448613,812.5771944
2010,East Asia & Pacific,EAS,74.62997901,3063.224728,32.80931579,31.88788275,..,99.91956329,54.60137177,..,7.618036873,28.95477214,30.58489075,..,2.897151147,73.97701067,1856.098515
2010,East Asia & Pacific (excluding high income),EAP,73.76163906,2321.176808,42.23212204,30.84035586,..,100.1223373,52.36407089,..,9.897952209,27.33976468,30.90622503,..,3.73126352,70.20800446,1549.149848
2010,East Asia & Pacific (IDA & IBRD countries),TEA,73.80659809,2340.811997,42.23202217,30.83845309,..,100.164772,52.2776413,..,9.897594919,27.32264016,30.90622503,..,3.73120931,71.07250199,1559.424972
2010,Euro area,EMU,80.69894262,6725.364053,20.77021337,38.42262725,..,98.57303619,99.92713165,..,2.121339133,36.81163984,16.80692325,..,3.737442265,117.3998469,3614.341112
2010,Europe & Central Asia,ECS,75.99540408,5508.725397,21.01892531,37.72284861,..,97.37004089,71.04441833,..,2.62556207,35.83206834,17.09189534,..,3.276106268,120.3307308,3308.177742
2010,Europe & Central Asia (excluding high income),ECA,71.91259115,2726.064512,25.71726254,30.14485469,..,97.50148773,51.17562103,..,7.060405304,32.61773496,9.252533817,67.71895818,2.909613139,95.39510292,1996.44676
2010,Europe & Central Asia (IDA & IBRD countries),TEC,71.43589734,4040.327677,23.74704733,31.4623438,..,96.18840027,53.77051163,..,4.661662125,29.73028935,9.212274907,..,2.969982307,122.2848427,2969.274684
2010,European Union,EUU,79.63543079,6341.755565,20.93411137,39.68481784,..,98.5140686,93.10590363,..,2.184519502,38.05424514,16.68719992,..,3.278873306,118.3621214,3455.720129
2010,Fragile and conflict affected situations,FCS,59.34316076,635.6975729,..,..,..,66.95568085,17.41721916,..,7.044326216,28.02703979,..,..,2.231470712,43.5407742,676.1520084
2010,Heavily indebted poor countries (HIPC),HPC,58.73245715,156.1142874,23.63420766,25.47232046,..,63.8583107,16.95730972,..,6.182407701,33.727344,..,..,4.646482664,36.83598814,360.8265758
2010,High income,HIC,78.59569877,8881.302868,21.12359126,29.30087111,..,98.52481842,77.20967865,..,3.036496554,28.4945877,20.19279952,..,2.589648041,..,4877.45977
2010,IBRD only,IBD,71.5021795,2008.332679,32.34425358,27.75818139,..,97.06746674,50.22753143,..,7.827342316,26.0026686,20.10179317,..,3.094336161,78.80348739,1409.699881
2010,IDA & IBRD total,IBT,68.92583752,1617.039848,31.85039127,27.3095568,..,87.23100281,42.51099014,..,7.693744608,26.07711785,19.53396835,..,3.060999506,70.28685601,1178.143012
2010,IDA blend,IDB,59.05151291,345.346975,..,..,..,66.14969635,56.51784897,..,5.942654852,19.33660754,3.672629879,..,1.684255692,54.22394425,462.9684973
2010,IDA only,IDX,62.04434513,241.6567047,23.01145648,25.55723705,..,66.8480072,16.14006042,..,6.442586063,33.54895553,2.09336519,..,3.565903209,38.1705994,341.0418821
2010,IDA total,IDA,60.9876114,281.3508718,22.4643726,22.99926025,..,66.960289,25.91551971,..,6.192112902,26.63585967,2.609185295,..,2.632853251,43.55833475,387.7171914
2010,Late-demographic dividend,LTE,74.71082093,3012.325161,33.59918653,31.981344,..,100.7013092,59.55818176,..,8.033159407,27.82912909,23.82662024,..,4.225867369,83.3696823,2005.749336
2010,Latin America & Caribbean,LCN,73.40932278,1989.969607,21.68299253,21.62562922,..,98.86804962,74.13195038,..,6.388530599,21.10721523,13.74195734,..,3.665220257,97.29011145,1350.194498
2010,Latin America & Caribbean (excluding high income),LAC,73.11903098,1869.31795,21.69228262,18.38569685,..,99.50253296,73.31584167,..,6.687643904,19.35465001,14.59737671,..,3.255182085,95.84773619,1234.167851
2010,Latin America & the Caribbean (IDA & IBRD countries),TLA,73.28403817,2002.318465,22.03931701,20.56754465,..,98.97097015,73.62625885,..,6.679545711,20.39312722,13.80840317,..,3.254402259,99.11169523,1353.999337
2010,Least developed countries: UN classification,LDC,61.04089222,153.4908372,25.07797176,27.69568033,..,64.15566254,15.04691982,..,6.274673805,32.46784883,..,..,2.644765883,33.15458004,317.1998067
2010,Low & middle income,LMY,68.95478774,1472.145573,33.2661676,26.44115516,..,87.17012787,42.0526619,..,8.159129849,25.80798618,21.61443652,..,3.062111749,66.36340199,1064.769902
2010,Low income,LIC,59.92566378,287.4147976,18.57391795,27.40557596,..,60.71384811,11.48740959,..,6.488414505,32.73573473,..,..,4.360200584,..,394.5375288
2010,Lower middle income,LMC,65.5543981,572.1707381,32.53123372,25.60475743,..,84.443573,42.52880096,..,6.853862538,29.6937873,7.15503003,..,1.982901216,..,498.6257641
2010,"Middle East, North Africa, Afghanistan & Pakistan",MEA,69.2105447,1859.206893,28.17739094,41.8015863,..,74.47561646,27.28305054,..,4.807314286,33.07441457,..,..,2.155257414,88.98763378,1517.635243
2010,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,68.49125051,1143.306581,28.60348516,28.89927663,..,..,25.66020012,..,4.830406545,28.63480287,..,..,1.730908674,78.54965573,973.5898353
2010,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,68.45949675,1143.306581,28.66093214,28.98827481,..,..,25.41593933,..,4.824047798,28.48403682,..,..,1.730143807,78.72116204,973.5898353
2010,Middle income,MIC,69.71168565,1546.829367,33.51719296,26.46193649,..,90.89829254,47.84135818,..,8.189935085,25.70350218,21.80464433,..,3.039544454,70.30293304,1107.020426
2010,North America,NAC,78.8169547,13674.31574,19.13654273,13.98884948,..,99.2707901,61.96675873,..,2.723959167,17.35247546,21.17753373,218.0253319,1.763194122,90.09932119,7211.896429
2010,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,OECD members,OED,79.04730085,8037.656099,20.92384287,25.73806725,..,99.69403839,76.27438354,..,2.954246515,26.11175876,19.08412803,..,2.103297952,101.8470024,4230.429714
2010,Other small states,OSS,69.56652484,..,23.71591149,61.92191467,..,81.22541046,34.91374969,..,2.398982515,60.78417127,25.50282934,..,42.38697637,90.05106374,..
2010,Pacific island small states,PSS,67.90591719,..,21.78782136,44.45135847,..,93.23442841,58.58972168,..,3.735075796,63.81735597,3.857726315,100.1785729,6.335091544,52.85083944,..
2010,Post-demographic dividend,PST,79.67854055,9248.198162,20.79099577,27.09268727,..,98.60967255,80.98047638,..,2.891979437,27.2894576,21.5478563,..,2.308117041,105.0779415,4824.344935
2010,Pre-demographic dividend,PRE,57.12199836,203.2979181,..,28.43436898,..,64.87599182,20.48140907,..,6.600985866,26.65695671,..,..,2.481083208,44.16006419,395.2271489
2010,Small states,SST,69.69331189,..,23.49201943,60.66770329,..,83.97527313,43.20666885,..,2.291147622,57.62523872,22.84842568,..,29.3713836,86.84013573,..
2010,South Asia,SAS,67.35250684,576.1239406,39.18956935,22.1117817,..,91.81948853,41.667099,..,8.194403518,27.03303253,7.339363904,..,1.576947386,57.62917917,492.4863842
2010,South Asia (IDA & IBRD),TSA,67.35250684,576.1239406,39.18956935,22.1117817,..,91.81948853,41.667099,..,8.194403518,27.03303253,7.339363904,..,1.576947386,57.62917917,492.4863842
2010,Sub-Saharan Africa,SSF,57.10706045,444.6128359,23.41311421,27.66668811,..,65.90016174,21.12575912,..,6.013862909,26.74776229,..,..,2.287576184,44.09398402,511.9390119
2010,Sub-Saharan Africa (excluding high income),SSA,56.81227329,496.1250012,23.36616047,27.88093032,..,65.89761353,21.12218094,..,5.831447391,26.75612697,..,..,2.306042875,44.08524955,530.339829
2010,Sub-Saharan Africa (IDA & IBRD countries),TSS,57.10706045,444.6128359,23.41311421,27.66668811,..,65.90016174,21.12575912,..,6.013862909,26.74776229,..,..,2.287576184,44.09398402,511.9390119
2010,Upper middle income,UMC,73.83147459,2501.759867,33.79574736,26.76707112,..,100.0776291,56.47853088,..,8.53670087,24.66911643,24.6050535,..,3.312841688,..,1703.100533
2010,World,WLD,70.68184335,2889.007756,24.52357456,28.50127683,..,88.51959991,46.22156143,..,4.527147072,27.68933641,20.54474204,..,2.709133695,76.6,1797.33397
2011,Argentina,ARG,76.1,2880.783577,18.39845892,18.44920915,..,103.2995255,68.87404633,4.8,6.003951693,16.75694585,7.321730602,26.46596107,2.044659979,145.511,1865.257361
2011,Australia,AUS,81.89512195,10786.29101,26.464109,21.43724723,..,..,95.16195679,..,2.407080183,20.41388479,17.95161777,..,4.688815155,105.824,5698.655973
2011,Brazil,BRA,74.047,2458.558793,21.82627112,11.58251268,..,..,81.6770401,3.3,3.974423079,12.3518925,11.14090814,..,3.915180114,120.008,1390.007836
2011,China,CHN,75.889,3295.784868,46.27030128,26.15188289,12.7,..,59.92232895,5.4,9.461335887,23.79394433,30.50047966,..,3.650691902,72.5052,2027.465254
2011,France,FRA,82.11463415,7350.228027,22.49964527,29.53884734,..,..,105.6577911,7.8,2.437576537,31.06678815,25.11935859,..,1.540052933,93.8529,3951.004504
2011,Germany,DEU,80.43658537,7281.957319,21.29277497,41.62998897,..,103.57341,..,8.6,3.757968845,36.77732449,16.34171863,..,2.550059495,112.419,3891.871754
2011,India,IND,67.623,678.6037632,39.59042186,24.54041132,21.9,93.30295765,..,9.7,5.241316199,31.08346869,7.871172625,..,2.002063463,70.8726,546.6758902
2011,Indonesia,IDN,68.629,697.5507182,32.98433326,26.32735309,12.5,100.7761487,43.08800888,7.5,6.169784208,23.8526601,10.81714077,36.55014025,2.302984294,100.135,664.8078937
2011,Italy,ITA,82.18780488,5455.309567,20.6773631,26.56298665,19.5,100.9343414,99.89938354,6.4,0.695463154,27.90922829,7.971528257,..,1.493969222,159.093,2798.236283
2011,Japan,JPN,82.59121951,8322.459772,23.54056869,14.77446226,..,..,..,7,0.023809524,15.42049847,18.39225376,320.5123179,-0.013648274,103.642,3620.180191
2011,"Korea, Rep.",KOR,80.56829268,10183.40482,33.31942582,53.3377319,..,97.61987305,..,..,3.685667782,52.22858168,28.21332104,..,0.779787887,106.878,5114.962826
2011,Mexico,MEX,73.921,2225.288117,24.25175813,30.44296622,..,100.1869736,102.8064728,..,3.444045063,31.71942104,21.14812069,42.35322193,1.944223363,82.0725,1632.538336
2011,Netherlands,NLD,81.20487805,7060.053768,19.91164809,75.17518708,..,..,89.8003006,9.1,1.773345163,66.58191225,25.2390821,..,39.04084692,117.674,4611.914538
2011,Russian Federation,RUS,69.68390244,6483.161111,24.26073793,28.05536148,12.7,90.60351074,74.34645844,6.5,4.300029186,19.98003793,8.421781066,..,2.692361181,141.451,5004.234393
2011,Saudi Arabia,SAU,75.808,9027.028559,26.76579387,55.27334614,..,122.3337471,12.49077034,..,11.75885681,29.08608811,0.590662977,..,0.688133632,206.852,7979.379966
2011,Spain,ESP,82.47560976,5599.355981,20.71358392,29.38841011,20.8,96.48922729,..,6,-0.639920637,29.12341278,6.586263992,..,1.739380484,111.899,2684.343189
2011,Switzerland,CHE,82.69512195,7928.19067,28.49241873,66.44992365,15.9,96.67462921,99.87361908,7.9,1.813108305,59.10634951,25.27353949,..,2.900520774,127.397,3181.066878
2011,Turkiye,TUR,74.823,2666.738378,31.00333055,22.99370125,16.3,..,28.97961998,5.8,11.20011058,30.31047438,2.110645608,66.15511133,1.929218383,88.0167,1515.880336
2011,United Kingdom,GBR,80.95121951,5472.534181,15.92954366,31.38759406,..,..,84.91690826,7.7,1.138362398,32.17780692,23.30572182,..,1.014039752,121.498,2973.831206
2011,United States,USA,78.64146341,13235.00877,19.03353211,13.56346378,..,..,..,5.3,1.564406855,17.27901479,20.62491616,219.286221,1.689112351,94.683,7009.64608
2011,Afghanistan,AFG,61.25,..,..,..,38.3,..,1.059999943,..,0.426354777,..,..,..,0.29302518,47.0152,..
2011,Albania,ALB,78.303,2205.70392,33.83760915,29.0544738,..,100.5009593,70.00330353,..,2.463516839,51.64452473,1.016872916,69.85994715,8.083292858,106.474,766.8946175
2011,Algeria,DZA,74.383,1115.96836,39.75382221,35.98808641,5.5,97.12635512,79.0739975,9.4,2.999999999,26.23200355,0.541468263,..,1.177673291,96.5113,1174.268065
2011,American Samoa,ASM,72.662,..,..,58.77192982,..,..,..,..,0,98.77192982,..,..,..,..,..
2011,Andorra,AND,84.296,..,..,..,..,..,..,..,-0.008069753,..,18.49017805,..,..,83.6224,..
